rank,word,avg_rank,sources_count,rank_hermitdave,rank_orgtre,rank_wordfreq,count_hermitdave,count_orgtre,freq_wordfreq,rank_lip,count_lip,rank_news,count_news,rank_literature,count_literature,rank_wikipedia,count_wikipedia
2157,ferita,2630.67,3,1579,1513,4800,13266,32802,1.74e-05,16075,115,20085,4,3765,147,6116,8072
2158,martin,2631.00,3,1909,2023,3961,10686,23484,2.19e-05,4965,811,4011,56,37461,8,1527,34262
2159,diamo,2631.33,3,1966,2000,3928,10349,23856,2.19e-05,4153,1045,10427,13,14074,32,,245
2160,orribile,2633.00,3,1426,1449,5024,15046,34670,1.66e-05,13098,168,13995,8,4618,118,21540,1541
2161,ricevere,2633.67,3,2979,3020,1902,6265,14630,4.9e-05,1728,3412,2475,108,2723,206,3369,15587
2162,omicidi,2634.00,3,1848,1670,4384,11079,29369,1.95e-05,7401,439,7512,22,21635,18,5417,9246
2163,disponibile,2634.33,3,3201,3153,1549,5779,13868,6.03e-05,2324,2292,2541,104,38899,8,1408,37293
2164,buco,2635.67,3,1834,1890,4183,11181,25093,2.04e-05,11671,206,8946,16,5512,98,9668,4551
2165,bottiglia,2636.33,3,1860,1942,4107,11010,24469,2.09e-05,16104,115,15590,6,6381,83,11223,3741
2166,ospite,2637.33,3,2353,2328,3231,8330,19979,2.75e-05,9327,302,9465,15,7219,72,2811,18661
2167,gira,2638.33,3,2195,2303,3417,9125,20203,2.57e-05,28776,36,19577,4,6304,84,8174,5641
2168,banda,2639.67,3,2476,2708,2735,7847,16708,3.24e-05,5676,661,3640,64,1802,311,1785,29653
2169,taxi,2639.67,3,1738,1857,4324,11909,25753,2e-05,25390,47,10050,14,,,11933,3466
2170,superare,2641.00,3,2763,2683,2477,6883,16828,3.72e-05,1619,3693,1121,267,7642,67,2905,18056
2171,intanto,2642.67,3,3261,3344,1323,5646,12755,7.08e-05,7797,405,9336,15,392,1424,1409,37266
2172,troia,2644.33,3,1898,1938,4097,10758,24523,2.14e-05,18440,88,24595,3,7998,64,9767,4484
2173,firma,2645.33,3,2795,2896,2245,6780,15398,4.07e-05,2517,2039,7173,23,3058,185,1755,30148
2174,socio,2646.67,3,2717,2501,2722,7013,18410,3.31e-05,33892,25,25980,2,14595,30,3697,14011
2175,affare,2648.33,3,1289,1304,5352,17182,39325,1.51e-05,10468,248,8110,19,4141,133,10943,3865
2176,amato,2648.33,3,2363,2446,3136,8293,18958,2.82e-05,18817,85,13110,9,1363,410,4955,10227
2177,ray,2648.67,3,1416,1408,5122,15221,36186,1.62e-05,47516,11,21845,3,,,3210,16306
2178,el,2650.00,3,3364,3294,1292,5395,13098,7.24e-05,2384,2205,5640,34,1677,337,1260,41349
2179,distretto,2651.67,3,3063,2693,2199,6074,16786,4.17e-05,15553,123,8195,19,8324,61,403,116216
2180,esci,2652.00,3,1415,1542,4999,15243,32140,1.66e-05,,,,,35303,9,,111
2181,kevin,2654.33,3,1613,1538,4812,12887,32204,1.74e-05,,6,10476,13,,,4025,12814
2182,biblioteca,2655.33,3,3111,2939,1916,5955,15140,4.79e-05,13671,156,25503,3,866,646,1375,37893
2183,promessa,2655.67,3,2382,2289,3296,8221,20333,2.69e-05,3797,1193,1757,163,1859,304,4882,10407
2184,invito,2656.67,3,2698,2672,2600,7065,16925,3.47e-05,1112,5715,6088,30,6983,75,5293,9492
2185,tour,2658.33,3,3394,3045,1536,5329,14486,6.17e-05,20052,74,14884,7,,4,475,99469
2186,vice,2660.67,3,2934,2526,2522,6394,18139,3.63e-05,10374,252,3432,69,11759,40,2205,24149
2187,carcere,2661.67,3,2805,2944,2236,6762,15117,4.07e-05,4532,927,5213,38,1125,497,2333,22817
2188,giu,2665.33,3,765,748,6483,32316,77238,1.2e-05,,1,,,,4,,72
2189,alberi,2666.67,3,2687,2829,2484,7091,15913,3.63e-05,9734,283,6405,28,2034,277,2518,20971
2190,dovrai,2666.67,3,1135,1073,5792,19808,50019,1.38e-05,,8,,,25345,14,,58
2191,mezzi,2667.33,3,3533,3414,1055,5081,12467,8.91e-05,663,10111,1417,207,1379,404,1909,27780
2192,erba,2670.67,3,2023,2134,3855,10060,22166,2.24e-05,16460,110,14432,7,6800,77,4746,10703
2193,influenza,2671.00,3,3056,2934,2023,6085,15171,4.57e-05,1971,2850,915,333,2090,269,1224,42362
2194,mancato,2673.33,3,2347,2312,3361,8363,20110,2.63e-05,2721,1874,3769,61,5033,108,7388,6424
2195,frase,2674.33,3,3148,3147,1728,5876,13886,5.37e-05,3703,1229,5378,37,3074,184,3552,14702
2196,my,2674.33,3,2963,2654,2406,6317,17079,3.8e-05,33273,26,13762,8,,1,2332,22819
2197,impressione,2675.00,3,2593,2677,2755,7412,16876,3.24e-05,3404,1386,4430,48,2025,279,8868,5085
2198,sorriso,2675.33,3,2437,2620,2969,8015,17386,3.02e-05,19878,76,14160,8,1549,364,16384,2271
2199,esterno,2676.67,3,2780,2710,2540,6834,16704,3.55e-05,2704,1889,1736,166,5370,101,1114,45736
2200,preciso,2680.00,3,2741,2459,2840,6949,18778,3.16e-05,2595,1967,5988,31,5983,89,6219,7921
2201,seduto,2681.67,3,1513,1580,4952,14007,31313,1.7e-05,14550,139,17804,5,3666,151,10146,4264
2202,familiare,2682.67,3,2689,2653,2706,7088,17080,3.31e-05,2387,2200,2018,137,9116,55,3498,14947
2203,figo,2686.67,3,2079,2039,3942,9784,23285,2.19e-05,,2,,,,1,,228
2204,ovest,2688.33,3,2714,2399,2952,7021,19312,3.02e-05,8961,322,8708,17,28982,12,486,95925
2205,disposizione,2688.67,3,3483,3345,1238,5170,12750,7.59e-05,699,9624,1403,209,2653,212,1669,31586
2206,stanco,2689.33,3,1786,1960,4322,11592,24220,2e-05,20558,71,21076,4,3198,176,14411,2701
2207,tette,2689.33,3,2134,2258,3676,9442,20709,2.4e-05,,,,,,,,77
2208,malato,2691.33,3,1844,1941,4289,11096,24486,2e-05,12420,184,9717,14,11239,42,6996,6871
2209,riusciti,2695.33,3,2582,2386,3118,7466,19436,2.88e-05,1271,4850,1806,158,9055,55,7712,6080
2210,thomas,2696.00,3,2002,1992,4094,10156,23961,2.14e-05,12035,194,3877,58,39763,7,1352,38697
2211,previsto,2696.67,3,3089,3016,1985,6009,14650,4.68e-05,955,6786,1166,258,21585,18,1916,27699
2212,confine,2697.00,3,3021,2966,2104,6156,14967,4.37e-05,3004,1646,2628,99,4438,123,1020,49384
2213,partenza,2697.00,3,3046,3181,1864,6099,13759,5.01e-05,2380,2206,3461,68,1793,313,1412,37190
2214,assassino,2700.00,3,863,801,6436,27174,71614,1.2e-05,20688,70,34346,1,8555,59,4623,11066
2215,consigli,2700.67,3,3323,3295,1484,5483,13095,6.31e-05,3204,1504,3152,79,1581,358,5450,9190
2216,sparato,2701.00,3,938,881,6284,25039,62408,1.26e-05,22106,61,23344,3,19841,20,11942,3463
2217,sufficiente,2703.00,3,2915,3015,2179,6419,14651,4.27e-05,970,6684,975,313,3175,177,3422,15372
2218,aspettavo,2705.00,3,1905,1872,4338,10708,25391,1.95e-05,14674,137,15462,6,27732,13,,104
2219,rimasti,2705.33,3,2541,2537,3038,7589,18069,2.95e-05,3481,1340,2411,112,2704,208,3620,14413
2220,usata,2707.00,3,2996,2857,2268,6216,15696,4.07e-05,5806,638,7721,21,4740,115,1857,28517
2221,incontri,2708.67,3,3065,3039,2022,6069,14506,4.57e-05,3226,1491,3503,67,12338,37,1410,37257
2222,venendo,2710.33,3,2088,2038,4005,9742,23306,2.19e-05,9509,294,15700,6,2645,213,1196,43234
2223,firmato,2713.00,3,2672,2715,2752,7141,16686,3.24e-05,2710,1886,4684,44,6264,85,2409,22022
2224,scambio,2713.33,3,3062,2904,2174,6077,15347,4.27e-05,794,8361,999,307,7250,72,3116,16855
2225,fastidio,2714.67,3,2226,2346,3572,8953,19785,2.45e-05,17673,96,24590,3,8314,61,27772,1055
2226,puntate,2716.00,3,2542,2013,3593,7587,23629,2.45e-05,38676,18,,,47695,6,3565,14635
2227,cercano,2716.67,3,2878,2948,2324,6531,15075,3.89e-05,3465,1351,1942,144,8081,63,4727,10762
2228,totalmente,2718.00,3,2746,2929,2479,6940,15183,3.72e-05,2050,2705,3213,76,10192,48,3211,16299
2229,troppi,2718.00,3,2692,2671,2791,7081,16940,3.24e-05,4245,1018,3009,84,5206,104,17397,2088
2230,patto,2718.33,3,2712,2489,2954,7024,18533,3.02e-05,1025,6265,1662,174,2103,268,3199,16360
2231,esperto,2718.67,3,2737,2670,2749,6957,16944,3.24e-05,7845,401,5105,39,11013,43,4419,11584
2232,percorso,2720.00,3,3385,3390,1385,5345,12548,6.76e-05,2722,1873,949,322,10637,45,753,62634
2233,cambiamento,2720.67,3,3041,3113,2008,6106,14059,4.57e-05,668,10065,230,1256,8088,63,2975,17611
2234,filo,2722.67,3,2889,2941,2338,6497,15129,3.89e-05,8575,347,9300,15,2346,240,3706,13981
2235,vergogna,2722.67,3,2617,2691,2860,7319,16796,3.16e-05,5092,782,6587,27,1582,358,15989,2346
2236,pantaloni,2724.33,3,1703,1806,4664,12142,26840,1.82e-05,34009,25,26287,2,25335,14,13718,2884
2237,fanculo,2724.67,3,1674,1772,4728,12403,27412,1.78e-05,,,,,,,,31
2238,perfino,2725.67,3,2613,2609,2955,7339,17454,3.02e-05,4625,901,5243,38,1254,446,6706,7252
2239,partecipare,2726.00,3,3200,3277,1701,5783,13163,5.5e-05,1183,5287,2813,91,6372,83,1544,33799
2240,raggiunto,2727.33,3,3198,3241,1743,5783,13366,5.37e-05,788,8399,732,421,7472,69,1056,47768
2241,desideri,2727.67,3,2426,2349,3408,8055,19740,2.57e-05,4183,1034,5248,38,8421,60,9205,4857
2242,interessato,2729.00,3,2690,2783,2714,7085,16246,3.31e-05,3294,1447,7004,24,23956,16,4095,12562
2243,funzioni,2729.33,3,3368,3200,1620,5391,13612,5.75e-05,1992,2817,2913,88,3045,185,1419,36996
2244,costo,2729.67,3,3524,3431,1234,5092,12366,7.59e-05,1212,5128,506,642,3652,151,2492,21247
2245,togliere,2731.33,3,2641,2698,2855,7236,16759,3.16e-05,5804,639,8680,17,4022,137,12202,3363
2246,scherzando,2737.00,3,1094,1151,5966,20689,45976,1.35e-05,42061,15,,,15592,28,,378
2247,ufficialmente,2737.33,3,3119,2911,2182,5940,15290,4.27e-05,4588,909,3836,59,16155,27,1062,47624
2248,guardo,2739.67,3,2289,2430,3500,8648,19104,2.51e-05,10704,240,29169,2,7144,73,,237
2249,superiori,2740.00,3,3106,3207,1907,5969,13551,4.9e-05,4014,1101,2120,129,2161,260,1574,33160
2250,comodo,2740.33,3,2508,2445,3268,7720,18978,2.69e-05,6812,501,10887,12,3557,156,21914,1501
2251,faro,2741.00,3,563,537,7123,47219,120276,1.07e-05,11177,222,14628,7,7483,69,7067,6779
2252,contenta,2743.00,3,1624,1718,4887,12765,28603,1.7e-05,15017,131,24979,3,3691,150,31439,876
2253,dna,2743.00,3,1701,1531,4997,12172,32341,1.66e-05,11912,198,8774,17,,,3926,13146
2254,miliardi,2745.33,3,3344,3532,1360,5427,11947,6.92e-05,869,7542,156,1791,,4,2572,20519
2255,personalmente,2747.33,3,2719,2752,2771,7010,16462,3.24e-05,1251,4973,5963,31,6850,76,4306,11880
2256,presentato,2750.00,3,3282,3300,1668,5576,13069,5.62e-05,470,13858,2680,97,5400,100,1144,44823
2257,russo,2751.67,3,3177,3135,1943,5828,13947,4.79e-05,3604,1277,2472,108,9212,54,1170,44018
2258,uccisa,2752.00,3,1408,1303,5545,15283,39385,1.48e-05,21393,65,23809,3,9530,52,6121,8067
2259,fermato,2753.67,3,2229,2172,3860,8944,21755,2.24e-05,12141,191,7466,22,4768,114,7558,6232
2260,cantare,2754.00,3,2110,2236,3916,9567,21048,2.19e-05,26065,44,14348,7,6234,85,5484,9106
2261,condizione,2754.67,3,3343,3438,1483,5429,12335,6.31e-05,1093,5802,1502,192,822,674,1847,28632
2262,velocità,2755.67,3,3397,3479,1391,5325,12182,6.76e-05,2851,1772,2024,136,4509,121,714,66407
2263,accuse,2756.67,3,2412,2246,3612,8125,20935,2.4e-05,3713,1224,3965,56,3816,145,3853,13432
2264,esserlo,2757.00,3,1914,1802,4555,10642,26903,1.86e-05,5914,621,6487,27,9550,52,27864,1050
2265,canale,2759.33,3,3526,3626,1126,5090,11609,8.32e-05,6967,483,4549,46,4380,125,760,61811
2266,cina,2762.00,3,3312,3624,1350,5507,11617,6.92e-05,797,8325,64,3590,12349,37,1074,47110
2267,sistemi,2762.00,3,3376,3378,1532,5372,12582,6.17e-05,585,11571,354,900,5207,104,1129,45203
2268,raccontato,2764.00,3,2352,2280,3660,8332,20454,2.4e-05,15456,124,14263,7,7988,64,9480,4672
2269,darmi,2765.00,3,1409,1403,5483,15279,36279,1.48e-05,15415,125,,,5096,107,,95
2270,ferro,2765.33,3,3186,3090,2020,5810,14200,4.57e-05,6377,553,4336,50,894,624,1539,33916
2271,italia,2766.00,3,3724,4450,124,4764,9129,0.000724,1867,3084,611,521,203,2878,112,362466
2272,portando,2766.33,3,2604,2529,3166,7387,18122,2.82e-05,5063,788,1767,162,4525,120,2344,22665
2273,invitato,2767.67,3,2114,2143,4046,9556,22068,2.14e-05,3480,1340,6758,26,9370,53,4921,10314
2274,kim,2768.33,3,1977,2281,4047,10296,20447,2.14e-05,19297,80,4181,52,,,3789,13702
2275,estremamente,2770.33,3,3202,3091,2018,5777,14198,4.57e-05,535,12587,1294,228,9622,51,2218,23972
2276,tolto,2773.33,3,2423,2352,3545,8076,19721,2.51e-05,11873,199,14107,8,1283,436,13079,3071
2277,sonno,2773.67,3,2625,2728,2968,7300,16608,3.02e-05,16726,107,30299,2,1895,299,7267,6560
2278,poveri,2774.33,3,3193,3428,1702,5800,12385,5.5e-05,1352,4519,400,803,1189,471,4259,12042
2279,disturbo,2775.00,3,2260,2288,3777,8773,20395,2.29e-05,12691,177,12339,10,15038,29,6461,7576
2280,locali,2775.00,3,3717,3762,846,4778,11114,0.00011,918,7052,583,546,3533,157,706,66977
2281,complimenti,2778.33,3,2649,2878,2808,7210,15547,3.16e-05,5152,769,32051,2,7779,66,33090,810
2282,suonare,2782.67,3,2180,2345,3823,9200,19787,2.29e-05,14382,142,14128,8,10157,48,3394,15476
2283,salto,2784.00,3,2539,2567,3246,7596,17802,2.75e-05,8261,368,8028,20,4540,120,3703,13992
2284,bosco,2786.00,3,2711,2664,2983,7025,16989,2.95e-05,16058,116,,,2639,214,3024,17323
2285,facevo,2786.33,3,1981,2020,4358,10260,23506,1.95e-05,17404,99,,1,14910,29,,175
2286,creduto,2786.67,3,2272,2239,3849,8709,21015,2.24e-05,9136,312,7520,22,1615,351,12806,3157
2287,cazzate,2787.33,3,2461,2426,3475,7909,19144,2.51e-05,,,,,,,,33
2288,tira,2787.33,3,2168,2368,3826,9260,19578,2.29e-05,18680,86,26556,2,5514,98,14405,2703
2289,farne,2789.67,3,2592,2556,3221,7424,17920,2.75e-05,5252,744,9378,15,1483,378,8887,5071
2290,legato,2790.33,3,3133,2988,2250,5910,14851,4.07e-05,3558,1302,1898,148,1926,293,1687,31321
2291,calda,2791.00,3,2340,2414,3619,8412,19233,2.4e-05,17825,94,16463,6,3531,157,7699,6089
2292,ascolto,2791.67,3,2483,2499,3393,7811,18437,2.57e-05,4944,818,8472,18,6057,88,8559,5328
2293,conosciamo,2791.67,3,1956,1879,4540,10401,25237,1.86e-05,3097,1578,6983,24,3668,151,15913,2360
2294,incendio,2791.67,3,2306,2282,3787,8586,20437,2.29e-05,12904,172,9841,14,4711,115,2880,18217
2295,marco,2792.00,3,3416,3743,1217,5292,11158,7.76e-05,8489,353,9395,15,826,672,890,54899
2296,tedesco,2793.67,3,3057,3535,1789,6083,11938,5.25e-05,2335,2272,1210,247,2945,191,518,90750
2297,sentita,2794.33,3,1983,1914,4486,10256,24813,1.91e-05,8754,335,11573,11,7289,71,16482,2254
2298,legame,2796.00,3,2811,2482,3095,6732,18563,2.88e-05,3412,1383,3918,57,7503,69,2609,20198
2299,fisica,2797.67,3,3566,3507,1320,5009,12064,7.08e-05,4334,988,3812,60,2366,238,831,57834
2300,persa,2798.00,3,2301,2210,3883,8605,21401,2.24e-05,11449,213,6063,31,26679,13,3547,14723
2301,vederti,2798.00,3,859,869,6666,27318,63493,1.17e-05,,2,,,16240,26,,89
2302,germania,2799.00,3,3389,4083,925,5339,10085,0.0001,1059,6006,219,1328,1135,495,427,109719
2303,massa,2800.67,3,3629,3613,1160,4905,11646,8.13e-05,2093,2650,1672,172,2280,246,1000,50263
2304,chiara,2801.67,3,3333,3388,1684,5445,12551,5.5e-05,945,6854,1568,182,1982,285,2703,19426
2305,sfida,2802.33,3,3213,3359,1835,5760,12669,5.13e-05,1166,5388,601,526,6249,85,2226,23915
2306,legno,2803.67,3,3182,3301,1928,5814,13065,4.79e-05,6661,518,12980,9,1068,524,1245,41780
2307,mettiamo,2804.00,3,2219,2230,3963,8995,21136,2.19e-05,7220,456,11521,11,17227,24,,112
2308,salvo,2804.33,3,3128,3112,2173,5921,14065,4.27e-05,6223,574,8262,19,1326,420,2749,19113
2309,scott,2806.33,3,1772,1603,5044,11679,30781,1.66e-05,40457,17,13696,8,14272,31,2615,20096
2310,bravi,2806.67,3,2367,2494,3559,8272,18482,2.45e-05,14343,143,7607,21,6863,76,24881,1245
2311,sedia,2809.67,3,1846,1908,4675,11086,24918,1.82e-05,17429,98,,,5366,101,8169,5647
2312,credono,2811.00,3,2773,2731,2929,6854,16587,3.02e-05,5279,740,2232,122,5117,106,9584,4606
2313,conferma,2812.33,3,3459,3290,1688,5212,13108,5.5e-05,2571,1985,3588,65,3345,168,2867,18304
2314,rossi,2813.33,3,3294,3364,1782,5539,12655,5.25e-05,11921,197,12751,9,1898,298,1967,27011
2315,provi,2813.67,3,1625,1600,5216,12763,30890,1.58e-05,22775,58,28384,2,21300,18,46970,468
2316,abito,2816.33,3,2678,2910,2861,7114,15311,3.09e-05,18637,86,,1,2778,202,5626,8845
2317,prendiamo,2818.67,3,1594,1648,5214,13122,29898,1.58e-05,3235,1482,2448,110,13594,33,,417
2318,volere,2819.00,3,2656,2545,3256,7196,17994,2.75e-05,5448,706,8096,19,1108,505,4156,12355
2319,gioca,2819.67,3,2895,3166,2398,6470,13813,3.8e-05,11048,226,5381,36,40412,7,1235,42001
2320,alice,2821.67,3,2030,2102,4333,10022,22539,1.95e-05,,8,,1,47805,6,3176,16474
2321,gola,2822.00,3,2294,2224,3948,8629,21183,2.19e-05,24754,49,15347,7,2240,251,5823,8528
2322,apri,2822.33,3,1246,1340,5881,17817,38122,1.35e-05,,1,,,20624,19,,365
2323,blocco,2824.00,3,3254,3073,2145,5664,14311,4.27e-05,2933,1702,2992,85,10564,46,2645,19894
2324,mostrato,2824.00,3,2635,2550,3287,7270,17929,2.69e-05,4056,1086,2833,90,3147,179,3728,13924
2325,tentato,2824.00,3,2490,2531,3451,7790,18110,2.57e-05,3674,1243,2988,85,3041,186,4622,11071
2326,guardato,2825.00,3,2011,2015,4449,10104,23570,1.91e-05,15814,119,10897,12,7755,66,31929,855
2327,contatti,2825.33,3,2960,2821,2695,6319,15978,3.31e-05,2208,2454,6236,29,31602,10,4027,12809
2328,talmente,2826.00,3,3090,3027,2361,6009,14590,3.89e-05,4011,1102,3576,65,6400,82,7068,6779
2329,bei,2830.67,3,2390,2544,3558,8205,17997,2.45e-05,3219,1496,5895,32,2465,229,12073,3418
2330,condividere,2833.00,3,3175,3047,2277,5830,14475,3.98e-05,2770,1835,2573,102,,,10069,4309
2331,stomaco,2833.00,3,2372,2523,3604,8260,18160,2.45e-05,25324,47,15209,7,3834,144,10732,3975
2332,alti,2835.00,3,3267,3235,2003,5635,13392,4.57e-05,3016,1636,825,371,2246,250,2546,20749
2333,elena,2835.00,3,2869,2226,3410,6558,21175,2.57e-05,27313,40,,,4202,131,2973,17617
2334,avermi,2835.67,3,1461,1381,5665,14689,36812,1.41e-05,5538,686,,,8030,64,,83
2335,siate,2835.67,3,1747,1714,5046,11869,28730,1.66e-05,9313,303,24271,3,4498,121,,193
2336,superato,2836.67,3,2818,2841,2851,6705,15842,3.16e-05,3754,1210,2203,123,13030,35,3161,16543
2337,retro,2837.33,3,1678,1616,5218,12373,30528,1.58e-05,26111,44,,1,46849,6,5475,9140
2338,mappa,2837.67,3,2884,2743,2886,6515,16507,3.09e-05,14076,148,6071,31,48928,5,5338,9403
2339,pazza,2842.00,3,1365,1430,5731,15827,35477,1.41e-05,7426,437,,,7408,70,20713,1636
2340,project,2846.00,3,1586,2483,4469,13202,18561,1.91e-05,22156,61,4274,51,20506,19,7038,6821
2341,dargli,2846.67,3,1989,2006,4545,10235,23742,1.86e-05,14014,149,18453,5,2594,218,11404,3665
2342,vivono,2847.67,3,2953,3154,2436,6349,13860,3.8e-05,1670,3551,1280,232,4356,126,2878,18234
2343,dono,2849.67,3,2586,2395,3568,7451,19361,2.45e-05,14436,141,12360,10,1955,289,5628,8843
2344,lancio,2851.67,3,2903,2994,2658,6443,14813,3.39e-05,4606,905,4145,53,26555,13,1936,27466
2345,dubbi,2853.33,3,3237,3169,2154,5698,13805,4.27e-05,1786,3267,2171,126,8067,63,6242,7884
2346,affitto,2854.33,3,2576,2730,3257,7480,16592,2.69e-05,16964,104,9267,16,14359,31,9527,4645
2347,ossa,2854.33,3,2223,2117,4223,8973,22352,2.04e-05,12130,192,12781,9,3352,168,4174,12272
2348,man,2857.00,3,3072,3097,2402,6053,14184,3.8e-05,8534,350,2948,86,1052,530,1336,39119
2349,volesse,2857.33,3,2381,2286,3905,8222,20411,2.24e-05,8200,372,9960,14,1319,424,14118,2780
2350,elezioni,2862.00,3,3866,3700,1020,4552,11316,9.12e-05,635,10516,565,562,6007,88,625,74288
2351,neve,2863.33,3,2601,2887,3102,7391,15472,2.88e-05,19085,82,31241,2,1854,304,4070,12637
2352,rubare,2864.33,3,2087,2026,4480,9759,23460,1.91e-05,21387,65,9379,15,10880,44,8028,5759
2353,tratto,2864.33,3,3370,3546,1677,5388,11908,5.62e-05,3946,1129,4018,55,399,1402,882,55142
2354,feste,2865.00,3,2691,2818,3086,7084,15986,2.88e-05,18513,87,43451,1,2196,255,4876,10425
2355,maschio,2865.00,3,2633,2803,3159,7275,16101,2.82e-05,32461,27,14397,7,5912,90,2990,17510
2356,saremmo,2865.33,3,1658,1611,5327,12520,30639,1.55e-05,3889,1152,13076,9,8907,56,,235
2357,nascondere,2866.33,3,2334,2209,4056,8426,21416,2.14e-05,5183,763,6790,25,4237,129,8897,5063
2358,autorità,2867.33,3,3673,3808,1121,4837,10929,8.32e-05,288,21989,432,758,647,858,883,55119
2359,italiano,2868.33,3,3825,4512,268,4622,9014,0.000331,2855,1770,2307,118,733,746,224,197348
2360,perdendo,2869.00,3,2407,2393,3807,8137,19383,2.29e-05,7900,396,4147,53,10110,48,3067,17083
2361,guardie,2871.67,3,2194,2056,4365,9126,23108,1.95e-05,10880,233,19964,4,2396,235,4134,12441
2362,lord,2873.33,3,2330,1721,4569,8444,28460,1.86e-05,9871,276,12400,10,1759,318,2129,24979
2363,succedere,2874.33,3,1855,1804,4964,11039,26861,1.7e-05,8453,356,6375,28,5594,96,16886,2180
2364,produzione,2874.67,3,3828,4169,627,4612,9859,0.000148,429,14886,270,1092,4328,127,212,206438
2365,letteralmente,2877.67,3,3024,2779,2830,6146,16259,3.16e-05,7877,398,6172,30,12215,38,3318,15838
2366,ballare,2878.33,3,1650,1817,5168,12588,26688,1.58e-05,34997,23,,,12345,37,13528,2941
2367,morendo,2881.33,3,1832,1794,5018,11185,27105,1.66e-05,18597,86,20864,4,7485,69,13075,3073
2368,rock,2881.67,3,2807,3053,2785,6742,14422,3.24e-05,35066,23,22821,3,,,801,59902
2369,pene,2882.67,3,2921,3008,2719,6415,14696,3.31e-05,5912,621,14883,7,2850,197,8576,5310
2370,pazienza,2883.33,3,2623,2794,3233,7308,16137,2.75e-05,5653,665,9723,14,2262,248,19029,1845
2371,amante,2886.33,3,2410,2492,3757,8130,18505,2.29e-05,32454,27,48119,1,1973,287,2889,18165
2372,rispondi,2889.00,3,1778,1848,5041,11628,25968,1.66e-05,,2,,,17200,24,,44
2373,navi,2890.33,3,3051,2902,2718,6097,15356,3.31e-05,1636,3631,5927,32,1007,557,866,56169
2374,limiti,2891.00,3,3509,3504,1660,5128,12087,5.62e-05,1167,5387,969,316,2322,242,3095,16917
2375,prendono,2891.33,3,2961,3105,2608,6318,14104,3.47e-05,5094,781,3417,70,4623,117,4564,11231
2376,bicchiere,2893.00,3,1987,2072,4620,10249,22912,1.82e-05,12400,184,31898,2,3404,165,17334,2098
2377,campi,2896.00,3,3467,3777,1444,5198,11023,6.46e-05,2017,2769,2865,89,1438,388,1169,44058
2378,toccare,2896.00,3,2062,2214,4412,9854,21317,1.95e-05,7642,418,6735,26,4626,117,12060,3424
2379,zitto,2897.67,3,905,987,6801,25966,55361,1.15e-05,46592,12,,,8405,60,,166
2380,baby,2899.00,3,2389,2394,3914,8206,19378,2.19e-05,36250,21,11362,11,,,5700,8708
2381,raccontare,2899.00,3,3007,3022,2668,6192,14619,3.39e-05,14562,139,18007,5,7321,71,8116,5692
2382,big,2900.00,3,3074,2990,2636,6051,14828,3.39e-05,20448,72,1990,139,,,2351,22553
2383,caduto,2900.33,3,1942,2059,4700,10464,23074,1.78e-05,13921,151,12433,9,2597,218,6919,6958
2384,ferite,2905.00,3,2440,2336,3939,7999,19937,2.19e-05,7535,427,9920,14,2931,192,5207,9666
2385,decisioni,2905.67,3,3088,2930,2699,6010,15183,3.31e-05,448,14421,745,416,12889,35,4989,10141
2386,bassa,2906.00,3,3488,3582,1648,5155,11764,5.62e-05,3906,1146,923,330,2328,242,1213,42589
2387,scientifica,2907.33,3,3196,3010,2516,5786,14661,3.63e-05,2351,2257,3547,66,6768,78,2641,19943
